ordernumber;instock;_additionaltext;_supplier;_price
80555927;999999;;Primus;
80555928;999999;;Primus;
80555932;999999;;Primus;
80555934;999999;;Primus;
80555935;999999;;Primus;
80555936;999999;;Primus;
80555937;999999;;Primus;
80555938;999999;;Primus;
80555939;999999;;Primus;
80555940;999999;;Primus;
80555941;999999;;Primus;
80555942;999999;;Primus;
80555943;999999;;Primus;
80555944;999999;;Primus;
80555945;999999;;Primus;
80555946;999999;;Primus;
80555947;999999;;Primus;
80555949;999999;;Primus;
80555951;999999;;Primus;
80555952;999999;;Primus;
80555953;999999;;Primus;
80555956;999999;;Primus;
80555958;999999;;Primus;
80555959;999999;;Primus;
80555960;999999;;Primus;
80555961;999999;;Primus;
80555962;999999;;Primus;
80555963;999999;;Primus;
80555964;999999;;Primus;
80555965;999999;;Primus;
80555967;999999;;Primus;
80555968;999999;;Primus;
80555969;999999;;Primus;
80555970;999999;;Primus;
80555971;999999;;Primus;
80555972;999999;;Primus;
80555973;999999;;Primus;
80555974;999999;;Primus;
80555975;999999;;Primus;
80555976;999999;;Primus;
80555977;999999;;Primus;
80555978;999999;;Primus;
80555979;999999;;Primus;
80555980;999999;;Primus;
80555981;999999;;Primus;
80555982;999999;;Primus;
80555983;999999;;Primus;
80555984;999999;;Primus;
80555985;999999;;Primus;
80555988;999999;;Primus;
80555991;999999;;Primus;
80555993;999999;;Primus;
80555994;999999;;Primus;
80555995;999999;;Primus;
80555997;999999;;Primus;
80555999;999999;;Primus;
80556000;999999;;Primus;
80556001;999999;;Primus;
80556002;999999;;Primus;
80556003;999999;;Primus;
80556004;999999;;Primus;
80556005;999999;;Primus;
80556006;999999;;Primus;
80556007;999999;;Primus;
80556008;999999;;Primus;
80556009;999999;;Primus;
80556010;999999;;Primus;
80556012;999999;;Primus;
80556013;999999;;Primus;
80556014;999999;;Primus;
80556015;999999;;Primus;
80556016;999999;;Primus;
80556017;999999;;Primus;
80556019;999999;;Primus;
80556020;999999;;Primus;
80556021;999999;;Primus;
80556022;999999;;Primus;
80556023;999999;;Primus;
80556024;999999;;Primus;
80556025;999999;;Primus;
80556026;999999;;Primus;
80556027;999999;;Primus;
80556028;999999;;Primus;
80556029;999999;;Primus;
80556031;999999;;Primus;
80556032;999999;;Primus;
80556033;999999;;Primus;
80556034;999999;;Primus;
80556035;999999;;Primus;
80556036;999999;;Primus;
80556037;999999;;Primus;
80556041;999999;;Primus;
80556042;999999;;Primus;
80556043;999999;;Primus;
80556044;999999;;Primus;
80556045;999999;;Primus;
80556046;999999;;Primus;
80556047;999999;;Primus;
80556048;999999;;Primus;
80556049;999999;;Primus;
80556050;999999;;Primus;
80556051;999999;;Primus;
80556052;999999;;Primus;
80556053;999999;;Primus;
80556054;999999;;Primus;
80556055;999999;;Primus;
80556056;999999;;Primus;
80556057;999999;;Primus;
80556058;999999;;Primus;
80556059;999999;;Primus;
80556060;999999;;Primus;
80556061;999999;;Primus;
80556062;999999;;Primus;
80556063;999999;;Primus;
80556064;999999;;Primus;
80556065;999999;;Primus;
80556066;999999;;Primus;
80556067;999999;;Primus;
80556068;999999;;Primus;
80556069;999999;;Primus;
80556070;999999;;Primus;
80556071;999999;;Primus;
80556072;999999;;Primus;
80556074;999999;;Primus;
80556075;999999;;Primus;
80556076;999999;;Primus;
80556077;999999;;Primus;
80556078;999999;;Primus;
80556081;999999;;Primus;
80556082;999999;;Primus;
80556083;999999;;Primus;
80556087;999999;;Primus;
80556088;999999;;Primus;
80556089;999999;;Primus;
80556091;999999;;Primus;
80556092;999999;;Primus;
80556093;999999;;Primus;
80556094;999999;;Primus;
80556095;999999;;Primus;
80556096;999999;;Primus;
80556097;999999;;Primus;
80556098;999999;;Primus;
80556099;999999;;Primus;
80556100;999999;;Primus;
80556101;999999;;Primus;
80556102;999999;;Primus;
80556103;999999;;Primus;
80556104;999999;;Primus;
80556105;999999;;Primus;
80556108;999999;;Primus;
80556111;999999;;Primus;
80556112;999999;;Primus;
80556113;999999;;Primus;
80556114;999999;;Primus;
80556115;999999;;Primus;
80556116;999999;;Primus;
80556117;999999;;Primus;
80556118;999999;;Primus;
80556119;999999;;Primus;
80556120;999999;;Primus;
80556121;999999;;Primus;
80556122;999999;;Primus;
80556123;999999;;Primus;
80556124;999999;;Primus;
80556125;999999;;Primus;
80556128;999999;;Primus;
80556129;999999;;Primus;
80556130;999999;;Primus;
80556131;999999;;Primus;
80556132;999999;;Primus;
80556133;999999;;Primus;
80556135;999999;;Primus;
80556136;999999;;Primus;
80556137;999999;;Primus;
80556138;999999;;Primus;
80556139;999999;;Primus;
80556140;999999;;Primus;
80556146;999999;;Primus;
80556148;999999;;Primus;
80556150;999999;;Primus;
80556151;999999;;Primus;
80556152;999999;;Primus;
80556153;999999;;Primus;
80556154;999999;;Primus;
80556156;999999;;Primus;
80556157;999999;;Primus;
80556158;999999;;Primus;
80556159;999999;;Primus;
80556160;999999;;Primus;
80556161;999999;;Primus;
80556162;999999;;Primus;
80556163;999999;;Primus;
80556164;999999;;Primus;
80556166;999999;;Primus;
80556167;999999;;Primus;
80556168;999999;;Primus;
80556169;999999;;Primus;
80556170;999999;;Primus;
80556171;999999;;Primus;
80556172;999999;;Primus;
80556173;999999;;Primus;
80556175;999999;;Primus;
80556176;999999;;Primus;
80556177;999999;;Primus;
80556178;999999;;Primus;
80556180;999999;;Primus;
80556182;999999;;Primus;
80556184;999999;;Primus;
80556188;999999;;Primus;
80556189;999999;;Primus;
80556190;999999;;Primus;
80556193;999999;;Primus;
80556194;999999;;Primus;
80556195;999999;;Primus;
80556197;999999;;Primus;
80556198;999999;;Primus;
80556199;999999;;Primus;
80556200;999999;;Primus;
80556201;999999;;Primus;
80556202;999999;;Primus;
80556204;999999;;Primus;
80556205;999999;;Primus;
80556206;999999;;Primus;
80556207;999999;;Primus;
80556209;999999;;Primus;
80556210;999999;;Primus;
80556211;999999;;Primus;
80556214;999999;;Primus;
80556217;999999;;Primus;
80556218;999999;;Primus;
80556223;999999;;Primus;
80556224;999999;;Primus;
80556225;999999;;Primus;
80556230;999999;;Primus;
80556232;999999;;Primus;
80556236;999999;;Primus;
80556237;999999;;Primus;
80556238;999999;;Primus;
80556241;999999;;Primus;
80556242;999999;;Primus;
80556243;999999;;Primus;
80556244;999999;;Primus;
80556245;999999;;Primus;
80556246;999999;;Primus;
80556247;999999;;Primus;
80556249;999999;;Primus;
80556250;999999;;Primus;
80556251;999999;;Primus;
80556252;999999;;Primus;
80556253;999999;;Primus;
80556254;999999;;Primus;
80556257;999999;;Primus;
80556258;999999;;Primus;
80556259;999999;;Primus;
80556260;999999;;Primus;
80556261;999999;;Primus;
80556262;999999;;Primus;
80556263;999999;;Primus;
80556267;999999;;Primus;
80556268;999999;;Primus;
80556270;999999;;Primus;
80556271;999999;;Primus;
80556272;999999;;Primus;
80556274;999999;;Primus;
80556275;999999;;Primus;
80556276;999999;;Primus;
80556277;999999;;Primus;
80556278;999999;;Primus;
80556279;999999;;Primus;
80556281;999999;;Primus;
80556282;999999;;Primus;
80556283;999999;;Primus;
80556285;999999;;Primus;
80556286;999999;;Primus;
80556287;999999;;Primus;
80556288;999999;;Primus;
80556289;999999;;Primus;
80556291;999999;;Primus;
80556292;999999;;Primus;
80556293;999999;;Primus;
80556294;999999;;Primus;
80556295;999999;;Primus;
80556296;999999;;Primus;
80556301;999999;;Primus;
80556302;999999;;Primus;
80556303;999999;;Primus;
80556304;999999;;Primus;
80556305;999999;;Primus;
80556306;999999;;Primus;
80556307;999999;;Primus;
80556308;999999;;Primus;
80556310;999999;;Primus;
80556312;999999;;Primus;
80556313;999999;;Primus;
80556315;999999;;Primus;
80556316;999999;;Primus;
80556317;999999;;Primus;
80556319;999999;;Primus;
80556320;999999;;Primus;
80556321;999999;;Primus;
80556322;999999;;Primus;
80556323;999999;;Primus;
80556324;999999;;Primus;
80556325;999999;;Primus;
80556326;999999;;Primus;
80556327;999999;;Primus;
80556332;999999;;Primus;
80556333;999999;;Primus;
80556335;999999;;Primus;
80556336;999999;;Primus;
80556337;999999;;Primus;
80556338;999999;;Primus;
80556341;999999;;Primus;
80556342;999999;;Primus;
80556343;999999;;Primus;
80556345;999999;;Primus;
80556346;999999;;Primus;
80556348;999999;;Primus;
80556350;999999;;Primus;
80556352;999999;;Primus;
80556353;999999;;Primus;
80556354;999999;;Primus;
80556355;999999;;Primus;
80556356;999999;;Primus;
80556357;999999;;Primus;
80556358;999999;;Primus;
80556359;999999;;Primus;
80556360;999999;;Primus;
80556361;999999;;Primus;
80556362;999999;;Primus;
80556364;999999;;Primus;
80556365;999999;;Primus;
80556366;999999;;Primus;
80556367;999999;;Primus;
80556368;999999;;Primus;
80556369;999999;;Primus;
80556370;999999;;Primus;
80556371;999999;;Primus;
80556372;999999;;Primus;
80556373;999999;;Primus;
80556374;999999;;Primus;
80556375;999999;;Primus;
80556376;999999;;Primus;
80556377;999999;;Primus;
80556379;999999;;Primus;
80556380;999999;;Primus;
80556382;999999;;Primus;
80556383;999999;;Primus;
80556385;999999;;Primus;
80556386;999999;;Primus;
80556387;999999;;Primus;
80556388;999999;;Primus;
80556389;999999;;Primus;
80556390;999999;;Primus;
80556395;999999;;Primus;
80556396;999999;;Primus;
80556397;999999;;Primus;
80556398;999999;;Primus;
80556399;999999;;Primus;
80556400;999999;;Primus;
80556401;999999;;Primus;
80556403;999999;;Primus;
80556405;999999;;Primus;
80556406;999999;;Primus;
80556408;999999;;Primus;
80556409;999999;;Primus;
80556410;999999;;Primus;
80556411;999999;;Primus;
80556412;999999;;Primus;
80556413;999999;;Primus;
80556414;999999;;Primus;
80556415;999999;;Primus;
80556416;999999;;Primus;
80556417;999999;;Primus;
80556418;999999;;Primus;
80556419;999999;;Primus;
80556420;999999;;Primus;
80556421;999999;;Primus;
80556422;999999;;Primus;
80556425;999999;;Primus;
80556426;999999;;Primus;
80556427;999999;;Primus;
80556431;999999;;Primus;
80556432;999999;;Primus;
80556434;999999;;Primus;
80556435;999999;;Primus;
80556436;999999;;Primus;
80556437;999999;;Primus;
80556438;999999;;Primus;
80556441;999999;;Primus;
80556442;999999;;Primus;
80556443;999999;;Primus;
80556444;999999;;Primus;
80556445;999999;;Primus;
80556446;999999;;Primus;
80556449;999999;;Primus;
80556450;999999;;Primus;
80556453;999999;;Primus;
80556459;999999;;Primus;
80556462;999999;;Primus;
80556463;999999;;Primus;
80556464;999999;;Primus;
80556465;999999;;Primus;
80556466;999999;;Primus;
80556469;999999;;Primus;
80556470;999999;;Primus;
80556471;999999;;Primus;
80556472;999999;;Primus;
80556477;999999;;Primus;
80556479;999999;;Primus;
80556480;999999;;Primus;
80556482;999999;;Primus;
80556483;999999;;Primus;
80556484;999999;;Primus;
80556485;999999;;Primus;
80556486;999999;;Primus;
80556487;999999;;Primus;
80556488;999999;;Primus;
80556489;999999;;Primus;
80556490;999999;;Primus;
80556492;999999;;Primus;
80556493;999999;;Primus;
80556495;999999;;Primus;
80556496;999999;;Primus;
80556497;999999;;Primus;
80556499;999999;;Primus;
80556500;999999;;Primus;
80556501;999999;;Primus;
80556502;999999;;Primus;
80556503;999999;;Primus;
80556507;999999;;Primus;
80556508;999999;;Primus;
80556509;999999;;Primus;
80556510;999999;;Primus;
80556511;999999;;Primus;
80556513;999999;;Primus;
80556514;999999;;Primus;
80556515;999999;;Primus;
80556516;999999;;Primus;
80556517;999999;;Primus;
80556518;999999;;Primus;
80556519;999999;;Primus;
80556520;999999;;Primus;
80556523;999999;;Primus;
80556524;999999;;Primus;
80556525;999999;;Primus;
80556526;999999;;Primus;
80556527;999999;;Primus;
80556528;999999;;Primus;
80556529;999999;;Primus;
80556530;999999;;Primus;
80556531;999999;;Primus;
80556532;999999;;Primus;
80556533;999999;;Primus;
80556535;999999;;Primus;
80556536;999999;;Primus;
80556538;999999;;Primus;
80556540;999999;;Primus;
80556541;999999;;Primus;
80556542;999999;;Primus;
80556543;999999;;Primus;
80556544;999999;;Primus;
80556545;999999;;Primus;
80556546;999999;;Primus;
80556547;999999;;Primus;
80556548;999999;;Primus;
80556550;999999;;Primus;
80556551;999999;;Primus;
80556552;999999;;Primus;
80556553;999999;;Primus;
80556554;999999;;Primus;
80556555;999999;;Primus;
80556557;999999;;Primus;
80556558;999999;;Primus;
80556560;999999;;Primus;
80556561;999999;;Primus;
80556562;999999;;Primus;
80556565;999999;;Primus;
80556566;999999;;Primus;
80556569;999999;;Primus;
80556570;999999;;Primus;
80556577;999999;;Primus;
80556578;999999;;Primus;
80556579;999999;;Primus;
80556580;999999;;Primus;
80556581;999999;;Primus;
80556583;999999;;Primus;
80556584;999999;;Primus;
80556585;999999;;Primus;
80556588;999999;;Primus;
80556589;999999;;Primus;
80556590;999999;;Primus;
80556591;999999;;Primus;
80556592;999999;;Primus;
80556594;999999;;Primus;
80556595;999999;;Primus;
80556596;999999;;Primus;
80556597;999999;;Primus;
80556598;999999;;Primus;
80556599;999999;;Primus;
80556600;999999;;Primus;
80556601;999999;;Primus;
80556602;999999;;Primus;
80556603;999999;;Primus;
80556604;999999;;Primus;
80556605;999999;;Primus;
80556606;999999;;Primus;
80556607;999999;;Primus;
80556608;999999;;Primus;
80556609;999999;;Primus;
80556610;999999;;Primus;
80556611;999999;;Primus;
80556612;999999;;Primus;
80556613;999999;;Primus;
80556614;999999;;Primus;
80556615;999999;;Primus;
80556616;999999;;Primus;
80556618;999999;;Primus;
80556619;999999;;Primus;
80556620;999999;;Primus;
80556621;999999;;Primus;
80556622;999999;;Primus;
80556623;999999;;Primus;
80556624;999999;;Primus;
80556626;999999;;Primus;
80556627;999999;;Primus;
80556628;999999;;Primus;
80556629;999999;;Primus;
80556630;999999;;Primus;
80556631;999999;;Primus;
80556635;999999;;Primus;
80556639;999999;;Primus;
80556640;999999;;Primus;
80556641;999999;;Primus;
80556642;999999;;Primus;
80556643;999999;;Primus;
80556645;999999;;Primus;
80556646;999999;;Primus;
80556647;999999;;Primus;
80556648;999999;;Primus;
80556649;999999;;Primus;
80556650;999999;;Primus;
80556651;999999;;Primus;
80556652;999999;;Primus;
80556654;999999;;Primus;
80556655;999999;;Primus;
80556657;999999;;Primus;
80556658;999999;;Primus;
80556659;999999;;Primus;
80556661;999999;;Primus;
80556662;999999;;Primus;
80556663;999999;;Primus;
80556664;999999;;Primus;
80556665;999999;;Primus;
80556666;999999;;Primus;
80556667;999999;;Primus;
80556668;999999;;Primus;
80556669;999999;;Primus;
80556670;999999;;Primus;
80556671;999999;;Primus;
80556672;999999;;Primus;
80556673;999999;;Primus;
80556674;999999;;Primus;
80556675;999999;;Primus;
80556676;999999;;Primus;
80556680;999999;;Primus;
80556682;999999;;Primus;
80556683;999999;;Primus;
80556684;999999;;Primus;
80556685;999999;;Primus;
80556687;999999;;Primus;
80556688;999999;;Primus;
80556689;999999;;Primus;
80556690;999999;;Primus;
80556691;999999;;Primus;
80556692;999999;;Primus;
80556702;999999;;Primus;
80556703;999999;;Primus;
80556705;999999;;Primus;
80556706;999999;;Primus;
80556707;999999;;Primus;
80556708;999999;;Primus;
80556709;999999;;Primus;
80556712;999999;;Primus;
80556713;999999;;Primus;
80556714;999999;;Primus;
80556715;999999;;Primus;
80556716;999999;;Primus;
80556717;999999;;Primus;
80556720;999999;;Primus;
80556721;999999;;Primus;
80556722;999999;;Primus;
80556723;999999;;Primus;
80556725;999999;;Primus;
80556727;999999;;Primus;
80556728;999999;;Primus;
80556729;999999;;Primus;
80556730;999999;;Primus;
80556731;999999;;Primus;
80556732;999999;;Primus;
80556733;999999;;Primus;
80556734;999999;;Primus;
80556736;999999;;Primus;
80556737;999999;;Primus;
80556738;999999;;Primus;
80556739;999999;;Primus;
80556740;999999;;Primus;
80556741;999999;;Primus;
80556743;999999;;Primus;
80556744;999999;;Primus;
80556745;999999;;Primus;
80556747;999999;;Primus;
80556748;999999;;Primus;
80556749;999999;;Primus;
80556750;999999;;Primus;
80556751;999999;;Primus;
80556752;999999;;Primus;
80556755;999999;;Primus;
80556756;999999;;Primus;
80556760;999999;;Primus;
80556761;999999;;Primus;
80556762;999999;;Primus;
80556763;999999;;Primus;
80556764;999999;;Primus;
80556765;999999;;Primus;
80556766;999999;;Primus;
80556768;999999;;Primus;
80556769;999999;;Primus;
80556770;999999;;Primus;
80556771;999999;;Primus;
80556772;999999;;Primus;
80556773;999999;;Primus;
80556774;999999;;Primus;
80556775;999999;;Primus;
80556778;999999;;Primus;
80556779;999999;;Primus;
80556780;999999;;Primus;
80556781;999999;;Primus;
80556782;999999;;Primus;
80556783;999999;;Primus;
80556784;999999;;Primus;
80556785;999999;;Primus;
80556787;999999;;Primus;
80556788;999999;;Primus;
80556789;999999;;Primus;
80556790;999999;;Primus;
80556791;999999;;Primus;
80556792;999999;;Primus;
80556793;999999;;Primus;
80556794;999999;;Primus;
80556795;999999;;Primus;
80556796;999999;;Primus;
80556797;999999;;Primus;
80556799;999999;;Primus;
80556800;999999;;Primus;
80556801;999999;;Primus;
80556803;999999;;Primus;
80556805;999999;;Primus;
80556806;999999;;Primus;
80556807;999999;;Primus;
80556808;999999;;Primus;
80556809;999999;;Primus;
80556810;999999;;Primus;
80556811;999999;;Primus;
80556812;999999;;Primus;
80556813;999999;;Primus;
80556815;999999;;Primus;
80556817;999999;;Primus;
80556820;999999;;Primus;
80556822;999999;;Primus;
80556824;999999;;Primus;
80556825;999999;;Primus;
80556826;999999;;Primus;
80556827;999999;;Primus;
80556828;999999;;Primus;
80556829;999999;;Primus;
80556830;999999;;Primus;
80556831;999999;;Primus;
80556832;999999;;Primus;
80556833;999999;;Primus;
80556836;999999;;Primus;
80556837;999999;;Primus;
80556838;999999;;Primus;
80556841;999999;;Primus;
80556842;999999;;Primus;
80556844;999999;;Primus;
80556846;999999;;Primus;
80556847;999999;;Primus;
80556848;999999;;Primus;
80556854;999999;;Primus;
80556856;999999;;Primus;
80556857;999999;;Primus;
80556859;999999;;Primus;
80556860;999999;;Primus;
80556861;999999;;Primus;
80556862;999999;;Primus;
80556863;999999;;Primus;
80556864;999999;;Primus;
80556865;999999;;Primus;
80556867;999999;;Primus;
80556868;999999;;Primus;
80556869;999999;;Primus;
80556870;999999;;Primus;
80556871;999999;;Primus;
80556872;999999;;Primus;
80556873;999999;;Primus;
80556874;999999;;Primus;
80556875;999999;;Primus;
80556876;999999;;Primus;
80556877;999999;;Primus;
80556878;999999;;Primus;
80556879;999999;;Primus;
80556880;999999;;Primus;
80556881;999999;;Primus;
80556882;999999;;Primus;
80556883;999999;;Primus;
80556884;999999;;Primus;
80556885;999999;;Primus;
80556887;999999;;Primus;
80556889;999999;;Primus;
80556891;999999;;Primus;
80556892;999999;;Primus;
80556893;999999;;Primus;
80556895;999999;;Primus;
80556897;999999;;Primus;
80556898;999999;;Primus;
80556899;999999;;Primus;
80556900;999999;;Primus;
80556901;999999;;Primus;
80556902;999999;;Primus;
80556903;999999;;Primus;
80556904;999999;;Primus;
80556906;999999;;Primus;
80556907;999999;;Primus;
80556909;999999;;Primus;
80556910;999999;;Primus;
80556913;999999;;Primus;
80556914;999999;;Primus;
80556917;999999;;Primus;
80556918;999999;;Primus;
80556919;999999;;Primus;
80556920;999999;;Primus;
80556921;999999;;Primus;
80556922;999999;;Primus;
80556924;999999;;Primus;
80556925;999999;;Primus;
80556931;999999;;Primus;
80556933;999999;;Primus;
80556935;999999;;Primus;
80556936;999999;;Primus;
80556937;999999;;Primus;
80556938;999999;;Primus;
80556939;999999;;Primus;
80556940;999999;;Primus;
80556942;999999;;Primus;
80556943;999999;;Primus;
80556944;999999;;Primus;
80556945;999999;;Primus;
80556946;999999;;Primus;
80556947;999999;;Primus;
80556948;999999;;Primus;
80556950;999999;;Primus;
80556951;999999;;Primus;
80556955;999999;;Primus;
80556956;999999;;Primus;
80556957;999999;;Primus;
80556959;999999;;Primus;
80556960;999999;;Primus;
80556963;999999;;Primus;
80556964;999999;;Primus;
80556965;999999;;Primus;
80556966;999999;;Primus;
80556967;999999;;Primus;
80556969;999999;;Primus;
80556970;999999;;Primus;
80556971;999999;;Primus;
80556972;999999;;Primus;
80556974;999999;;Primus;
80556975;999999;;Primus;
80556976;999999;;Primus;
80556977;999999;;Primus;
80556979;999999;;Primus;
80556980;999999;;Primus;
80556981;999999;;Primus;
80556982;999999;;Primus;
80556983;999999;;Primus;
80556984;999999;;Primus;
80556985;999999;;Primus;
80556986;999999;;Primus;
80556988;999999;;Primus;
80556989;999999;;Primus;
80556990;999999;;Primus;
80556991;999999;;Primus;
80556993;999999;;Primus;
80556994;999999;;Primus;
80556995;999999;;Primus;
80556996;999999;;Primus;
80556998;999999;;Primus;
80556999;999999;;Primus;
80557000;999999;;Primus;
80557002;999999;;Primus;
80557003;999999;;Primus;
80557004;999999;;Primus;
80557006;999999;;Primus;
80557007;999999;;Primus;
80557008;999999;;Primus;
80557010;999999;;Primus;
80557011;999999;;Primus;
80557012;999999;;Primus;
80557013;999999;;Primus;
80557016;999999;;Primus;
80557017;999999;;Primus;
80557018;999999;;Primus;
80557019;999999;;Primus;
80557023;999999;;Primus;
80557024;999999;;Primus;
80557025;999999;;Primus;
80557026;999999;;Primus;
80557027;999999;;Primus;
80557029;999999;;Primus;
80557030;999999;;Primus;
80557031;999999;;Primus;
80557032;999999;;Primus;
80557033;999999;;Primus;
80557034;999999;;Primus;
80557035;999999;;Primus;
80557036;999999;;Primus;
80557038;999999;;Primus;
80557040;999999;;Primus;
80557042;999999;;Primus;
80557043;999999;;Primus;
80557044;999999;;Primus;
80557045;999999;;Primus;
80557046;999999;;Primus;
80557047;999999;;Primus;
80557048;999999;;Primus;
80557049;999999;;Primus;
80557050;999999;;Primus;
80557052;999999;;Primus;
80557053;999999;;Primus;
80557056;999999;;Primus;
80557060;999999;;Primus;
80557063;999999;;Primus;
80557064;999999;;Primus;
80557065;999999;;Primus;
80557066;999999;;Primus;
80557067;999999;;Primus;
80557068;999999;;Primus;
80557069;999999;;Primus;
80557070;999999;;Primus;
80557071;999999;;Primus;
80557072;999999;;Primus;
80557073;999999;;Primus;
80557074;999999;;Primus;
80557075;999999;;Primus;
80557076;999999;;Primus;
80557078;999999;;Primus;
80557079;999999;;Primus;
80557083;999999;;Primus;
80557084;999999;;Primus;
80557085;999999;;Primus;
80557086;999999;;Primus;
80557087;999999;;Primus;
80557088;999999;;Primus;
80557089;999999;;Primus;
80557090;999999;;Primus;
80557092;999999;;Primus;
80557093;999999;;Primus;
80557095;999999;;Primus;
80557096;999999;;Primus;
80557098;999999;;Primus;
80557102;999999;;Primus;
80557103;999999;;Primus;
80557104;999999;;Primus;
80557105;999999;;Primus;
80557109;999999;;Primus;
80557110;999999;;Primus;
80557113;999999;;Primus;
80557114;999999;;Primus;
80557115;999999;;Primus;
80557116;999999;;Primus;
80557117;999999;;Primus;
80557118;999999;;Primus;
80557119;999999;;Primus;
80557120;999999;;Primus;
80557129;999999;;Primus;
80557131;999999;;Primus;
80557132;999999;;Primus;
80557133;999999;;Primus;
80557134;999999;;Primus;
80557138;999999;;Primus;
80557139;999999;;Primus;
80557140;999999;;Primus;
80557141;999999;;Primus;
80557142;999999;;Primus;
80557143;999999;;Primus;
80557144;999999;;Primus;
80557145;999999;;Primus;
80557146;999999;;Primus;
80557147;999999;;Primus;
80557148;999999;;Primus;
80557149;999999;;Primus;
80557153;999999;;Primus;
80557155;999999;;Primus;
80557156;999999;;Primus;
80557158;999999;;Primus;
80557160;999999;;Primus;
80557161;999999;;Primus;
80557162;999999;;Primus;
80557163;999999;;Primus;
80557164;999999;;Primus;
80557165;999999;;Primus;
80557166;999999;;Primus;
80557167;999999;;Primus;
80557168;999999;;Primus;
80557169;999999;;Primus;
80557170;999999;;Primus;
80557172;999999;;Primus;
80557175;999999;;Primus;
80557177;999999;;Primus;
80557178;999999;;Primus;
80557179;999999;;Primus;
80557180;999999;;Primus;
80557181;999999;;Primus;
80557182;999999;;Primus;
80557183;999999;;Primus;
80557184;999999;;Primus;
80557185;999999;;Primus;
80557186;999999;;Primus;
80557187;999999;;Primus;
80557188;999999;;Primus;
80557189;999999;;Primus;
80557190;999999;;Primus;
80557192;999999;;Primus;
80557194;999999;;Primus;
80557196;999999;;Primus;
80557197;999999;;Primus;
80557198;999999;;Primus;
80557199;999999;;Primus;
80557200;999999;;Primus;
80557201;999999;;Primus;
80557202;999999;;Primus;
80557203;999999;;Primus;
80557204;999999;;Primus;
80557205;999999;;Primus;
80557206;999999;;Primus;
80557207;999999;;Primus;
80557208;999999;;Primus;
80557210;999999;;Primus;
80557211;999999;;Primus;
80557212;999999;;Primus;
80557214;999999;;Primus;
80557216;999999;;Primus;
80557217;999999;;Primus;
80557218;999999;;Primus;
80557219;999999;;Primus;
80557220;999999;;Primus;
80557221;999999;;Primus;
80557222;999999;;Primus;
80557223;999999;;Primus;
80557224;999999;;Primus;
80557225;999999;;Primus;
80557227;999999;;Primus;
80557228;999999;;Primus;
80557229;999999;;Primus;
80557230;999999;;Primus;
80557231;999999;;Primus;
80557232;999999;;Primus;
80557233;999999;;Primus;
80557234;999999;;Primus;
80557235;999999;;Primus;
80557236;999999;;Primus;
80557237;999999;;Primus;
80557238;999999;;Primus;
80557239;999999;;Primus;
80557240;999999;;Primus;
80557242;999999;;Primus;
80557243;999999;;Primus;
80557244;999999;;Primus;
80557245;999999;;Primus;
80557246;999999;;Primus;
80557247;999999;;Primus;
80557248;999999;;Primus;
80557249;999999;;Primus;
80557250;999999;;Primus;
80557251;999999;;Primus;
80557252;999999;;Primus;
80557253;999999;;Primus;
80557254;999999;;Primus;
80557256;999999;;Primus;
80557263;999999;;Primus;
80557264;999999;;Primus;
80557265;999999;;Primus;
80557266;999999;;Primus;
80557267;999999;;Primus;
80557268;999999;;Primus;
80557269;999999;;Primus;
80557270;999999;;Primus;
80557271;999999;;Primus;
80557272;999999;;Primus;
80557273;999999;;Primus;
80557274;999999;;Primus;
80557275;999999;;Primus;
80557277;999999;;Primus;
80557279;999999;;Primus;
80557280;999999;;Primus;
80557281;999999;;Primus;
80557282;999999;;Primus;
80557285;999999;;Primus;
80557286;999999;;Primus;
80557287;999999;;Primus;
80557289;999999;;Primus;
80557290;999999;;Primus;
80557292;999999;;Primus;
80557296;999999;;Primus;
80557297;999999;;Primus;
80557298;999999;;Primus;
80557299;999999;;Primus;
80557300;999999;;Primus;
80557301;999999;;Primus;
80557302;999999;;Primus;
80557303;999999;;Primus;
80557304;999999;;Primus;
80557305;999999;;Primus;
80557308;999999;;Primus;
80557309;999999;;Primus;
80557315;999999;;Primus;
80557316;999999;;Primus;
80557317;999999;;Primus;
80557318;999999;;Primus;
80557319;999999;;Primus;
80557320;999999;;Primus;
80557321;999999;;Primus;
80557322;999999;;Primus;
80557323;999999;;Primus;
80557324;999999;;Primus;
80557325;999999;;Primus;
80557326;999999;;Primus;
80557327;999999;;Primus;
80557328;999999;;Primus;
80557329;999999;;Primus;
80557330;999999;;Primus;
80557331;999999;;Primus;
80557332;999999;;Primus;
80557333;999999;;Primus;
80557334;999999;;Primus;
80557335;999999;;Primus;
80557336;999999;;Primus;
80557337;999999;;Primus;
80557338;999999;;Primus;
80557339;999999;;Primus;
80557340;999999;;Primus;
80557341;999999;;Primus;
80557342;999999;;Primus;
80557346;999999;;Primus;
80557347;999999;;Primus;
80557348;999999;;Primus;
80557349;999999;;Primus;
80557352;999999;;Primus;
80557355;999999;;Primus;
80557356;999999;;Primus;
80557357;999999;;Primus;
80557359;999999;;Primus;
80557360;999999;;Primus;
80557362;999999;;Primus;
80557363;999999;;Primus;
80557364;999999;;Primus;
80557365;999999;;Primus;
80557366;999999;;Primus;
80557367;999999;;Primus;
80557368;999999;;Primus;
80557369;999999;;Primus;
80557370;999999;;Primus;
80557371;999999;;Primus;
80557372;999999;;Primus;
